name,price,neighbourhood_cleansed,room_type,minimum_nights,accommodates,bedrooms,beds,bathroom_count,bathroom_type
CW Nashville Resort | 3BR/3BA King Bed Suite,202.0,District 15,Entire home/apt,2,8,3.0,6.0,3.0,bath
CW Nashville Resort | 3BR/3BA King Bed Suite,202.0,District 15,Entire home/apt,2,8,3.0,6.0,3.0,bath
CW Nashville Resort | 3BR/3BA King Bed Suite,202.0,District 15,Entire home/apt,2,8,3.0,6.0,3.0,bath
Record Retreat | Beautiful Rooftop Deck,159.0,District 21,Entire home/apt,1,10,3.0,3.0,3.5,bath
Lofts at 30th - Urban Holiday - 6 Mins to Broadway,135.0,District 21,Entire home/apt,1,5,1.0,1.0,1.0,bath
Best Skyline Views-5min to Famous Nash Honky Tonks,205.0,District 19,Entire home/apt,2,8,3.0,4.0,3.5,bath
NEW! City views! 2BR unit steps from Broadway!,277.0,District 19,Entire home/apt,1,8,2.0,5.0,2.0,bath
LOFTS AT 30TH - COUNTRY SOUL - MINUTES TO BROADWAY,135.0,District 21,Entire home/apt,1,5,1.0,1.0,1.0,bath
Nash Country Cowboy | Only 1.4mi to Broadway & DT,231.0,District 21,Entire home/apt,1,10,3.0,5.0,2.5,bath
Lofts at 30th - Urban Soul - Minutes to Broadway,135.0,District 21,Entire home/apt,1,5,1.0,1.0,1.0,bath
WONDERFUL 1-BEDROOM CONDO IN NASHVILLE!,164.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
Sleek and Spacious Condo in East!,90.0,District 5,Entire home/apt,30,4,1.0,1.0,1.0,bath
2 Bedrooms Only 10 min to Downtown Nashville,130.0,District 3,Private room,1,4,2.0,2.0,1.0,shared bath
Oakwood Hill @ East Nashville -  NO cleaning fee!,250.0,District 8,Entire home/apt,3,6,3.0,3.0,1.5,bath
"Second-floor condo with partial river view, balcony, & WiFi - great location",211.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
NEW Big Lake House | Rooftop | 3 Kings | Sleeps 10,214.0,District 11,Entire home/apt,1,10,4.0,4.0,3.0,bath
North East Nashville Bungalow,100.0,District 9,Entire home/apt,2,4,2.0,3.0,1.0,bath
"EAST NASHVILLE Beautiful, Spacious, 3BR Home",90.0,District 7,Entire home/apt,30,5,3.0,3.0,2.0,bath
1214 Pennock Ave - Adorable East Nashville Home,90.0,District 5,Entire home/apt,30,4,2.0,2.0,1.0,bath
CW Nashville Resort | 3BR/3BA King Bed Suite,202.0,District 15,Entire home/apt,2,8,3.0,6.0,3.0,bath
CW Nashville Resort | 4BR/4BA Pres. King Suite,383.0,District 15,Entire home/apt,2,10,4.0,5.0,4.0,bath
Relaxing 1 Bedroom close to Downtown,80.0,District 16,Private room,1,2,1.0,1.0,1.0,private bath
Legato - East Nashville,186.0,District 5,Entire home/apt,1,10,3.0,11.0,2.5,bath
2BR Accessible Suite: Full Kitchen and Living Room,212.0,District 19,Private room,1,4,2.0,3.0,1.0,private bath
Beautiful 1-Bed Condo in Midtown,115.0,District 19,Entire home/apt,30,4,1.0,2.0,1.0,bath
Downtown Nashville Cozy Studio Walk to Broadway,223.0,District 19,Entire home/apt,2,2,1.0,2.0,1.0,bath
"Lischey home, East Nashville #03",110.0,District 5,Entire home/apt,31,12,4.0,6.0,3.0,bath
WeHo Nashville Home Downtown 2 Miles to Broadway!,308.0,District 17,Entire home/apt,2,10,3.0,6.0,2.5,bath
Beautiful 4 bed 3.5 bath home 8 mins from Broadway,138.0,District 17,Entire home/apt,3,12,4.0,7.0,3.5,bath
Newly renovated - Fully Furnished -Close to Lake,90.0,District 11,Entire home/apt,30,6,3.0,3.0,1.0,bath
"Muse | City-View Condo, rooftop lounge, gym, 10 min walk to downtown",221.0,District 19,Entire home/apt,2,6,1.0,4.0,1.0,bath
1 Mile from Broadway with a Pool Table -Sleeps 10!,188.0,District 19,Entire home/apt,1,10,3.0,7.0,2.0,bath
"Cheerful 1-bedroom downtown condo w/pool, sleeps 4",143.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
The Luxurious and spacious townhome - 10 min to DT,114.0,District 5,Entire home/apt,2,8,3.0,5.0,3.5,bath
Kingbed-WiFi FREE parking  heated pool,158.0,District 19,Entire home/apt,1,4,1.0,2.0,1.5,bath
"5 * Lavish, Luxurious 2BR, 2.5Ba w Skyline Views",169.0,District 21,Entire home/apt,2,4,2.0,2.0,2.5,bath
private room & bathroom peaceful and scenic view.,57.0,District 1,Private room,15,1,1.0,2.0,1.5,shared bath
*3 Bed 2 Bath* West Nashville House!,99.0,District 20,Entire home/apt,30,6,3.0,3.0,2.0,bath
New Luxury Home! 12 Beds! Baller game room!,245.0,District 17,Entire home/apt,2,12,4.0,12.0,3.5,bath
Trendy West Nash Home Close to DT - The Pink Goat,456.0,District 20,Entire home/apt,2,10,3.0,9.0,3.5,bath
Modern Apartment in Prime Location (ID1008X713),81.0,District 12,Entire home/apt,30,2,1.0,1.0,1.0,bath
Modern Apartment in Prime Location (ID5954X7),99.0,District 12,Entire home/apt,30,6,3.0,3.0,2.0,bath
Cozy apartment with a view of the city.,184.0,District 21,Entire home/apt,2,2,1.0,1.0,1.0,bath
*Book Now* New Home | 5 Mins to Broadway |Sleeps 8,157.0,District 2,Entire home/apt,2,8,2.0,5.0,2.5,bath
Steps to Broadway-King Bed-Pool-Gym,133.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Cheerful 2 bedroom townhouse with roomy interiors,164.0,District 21,Entire home/apt,2,4,2.0,3.0,2.5,bath
2-bedroom only 20 minutes from downtown Nashville,171.0,District 10,Entire home/apt,2,6,2.0,2.0,2.5,bath
Cozy Rustic Apartment Surrounded by Broadway,189.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Sophistication in The Nations,643.0,District 20,Entire home/apt,2,12,4.0,6.0,2.5,bath
Cheerful 2 bedroom apartment 8 mins from Broadway,108.0,District 17,Entire home/apt,1,5,2.0,2.0,2.0,bath
Walkable 4BR Stunner - 5 min drive to downtown!,238.0,District 20,Entire home/apt,30,8,4.0,4.0,2.5,bath
"3 Nights in Margaritaville, D’town Nashville",498.0,District 19,Private room,3,4,1.0,2.0,1.0,private bath
Enjoy the holidays in 12 South!,471.0,District 17,Entire home/apt,2,10,4.0,5.0,2.0,bath
Cheerful Nashville home (Monthly Rental),89.0,District 30,Entire home/apt,30,8,3.0,5.0,2.0,bath
The Willow - Huge Rooftop w/ views of downtown!,263.0,District 21,Entire home/apt,3,12,4.0,5.0,5.0,bath
"The Dogwood House - Cute, Cozy and close to everyt",152.0,District 5,Entire home/apt,3,8,2.0,4.0,2.5,bath
2 blocks from Broadway-King bed-Pool-Gym,140.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
Adorable 1 Bedroom Guest Cottage in East Nashville,101.0,District 6,Entire home/apt,2,2,1.0,1.0,1.0,bath
NEW Loft in East Nashville,95.0,District 6,Entire home/apt,1,3,1.0,2.0,1.0,bath
Limited time offer $0 cleaning fee-Steps to Brdwy,327.0,District 19,Entire home/apt,1,6,1.0,4.0,1.0,bath
*Updated* The Blue Door at Buchanan,152.0,District 21,Entire home/apt,2,8,3.0,4.0,2.0,bath
Trendy 2 bedroom condo with FREE parking!,304.0,District 7,Entire home/apt,2,6,2.0,3.0,2.0,bath
Gorgeous 1 bedroom in Downtown Nashville,342.0,District 19,Entire home/apt,1,6,1.0,1.0,1.0,bath
"Luxe modern condo - ground floor - pool, gym & private garage parking",213.0,District 19,Entire home/apt,2,5,1.0,5.0,1.0,bath
"Pool, lake view, balcony, walk to Broadway",153.0,District 19,Entire home/apt,3,7,2.0,4.0,1.5,bath
New Downtown Mid-Rise Condo w/Pool,132.0,District 19,Entire home/apt,2,6,1.0,4.0,1.0,bath
Luxury condo in the heart of Downtown Nashville,176.0,District 19,Entire home/apt,2,4,1.0,3.0,1.0,bath
Cheerful Artists Cottage,125.0,District 9,Entire home/apt,2,5,3.0,4.0,2.0,bath
Skyline Vibes | 3 Miles from Honkytonk Fun!,129.0,District 2,Entire home/apt,1,6,2.0,5.0,2.5,bath
Pretty Inn Pink,166.0,District 6,Entire home/apt,2,12,4.0,8.0,2.0,bath
The Music City Limelight,113.0,District 7,Entire home/apt,1,10,3.0,6.0,3.0,bath
Perfect for Short Term Gig!,34.0,District 8,Private room,30,1,1.0,1.0,2.0,bath
The Miranda. Walk Broadway. Pool. Parking,169.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
"Renovated home with huge lawn w/ games, patio, firepit, grill, AC, & W/D",174.0,District 8,Entire home/apt,2,4,2.0,2.0,1.0,bath
"Luxury by Music Row, Belmont & Vanderbilt +Parking",188.0,District 18,Entire home/apt,1,8,2.0,3.0,2.0,bath
WILD ELEGANCE - DESIGNER HOME - MINS TO MUSIC ROW,575.0,District 18,Entire home/apt,1,12,4.0,7.0,3.0,bath
"Gorgeous riverside home with fire pit, patio, gas grill, & WiFi - great location",170.0,District 9,Entire home/apt,1,6,2.0,3.0,1.0,bath
MUSIC CITY MODERN ✦ GOREGOUS TOWNHOME ✦ PATIO,124.0,District 20,Entire home/apt,2,10,3.0,6.0,3.0,bath
LOFTS AT 30TH - COUNTRY HEART - 6 MINS TO BROADWAY,135.0,District 21,Entire home/apt,1,5,1.0,1.0,1.0,bath
Charming Nashville Cottage,215.0,District 33,Entire home/apt,1,6,3.0,3.0,3.0,bath
"One-of-a-kind condo near downtown - pool, fitness room, central AC, washer/dryer",172.0,District 21,Entire home/apt,2,4,1.0,2.0,1.0,bath
Clean 2 bedroom townhouse free parking on premises,200.0,District 19,Entire home/apt,2,4,2.0,2.0,1.5,bath
A lil Razzle Dazzle in the City!,93.0,District 19,Entire home/apt,1,4,1.0,1.0,1.0,bath
Downtown Historic Spacious Home w Sauna &Waterfall,444.0,District 19,Entire home/apt,2,6,3.0,3.0,2.0,bath
Parton Me BNB~Modern Luxury~4Mi->DT~Karoake Loft,144.0,District 21,Entire home/apt,1,10,3.0,8.0,2.5,bath
The Calvin Loft - Charming Carriage House in East,80.0,District 6,Entire home/apt,30,4,1.0,2.0,1.0,bath
Close to the Gulch! - BOOK TODAY,196.0,District 17,Entire home/apt,1,12,4.0,8.0,4.0,bath
4 BD|2 BA - only 4 miles to downtown/broadway,192.0,District 2,Entire home/apt,29,8,4.0,4.0,2.0,bath
Charming Quiet Guesthouse in 12 South Neighborhood,109.0,District 17,Entire home/apt,2,4,1.0,2.0,1.0,bath
Resort Style*Downtown Nashville*Sleeps 6*Parking,162.0,District 19,Entire home/apt,1,6,1.0,2.0,1.0,bath
Southern Sophistication - Mins to Broadway,301.0,District 17,Entire home/apt,1,8,3.0,6.0,2.5,bath
Nashville 2BR Condo on Lovely Resort w/Amenities,389.0,District 15,Entire home/apt,4,6,2.0,4.0,2.0,bath
HUGE ROOFTOP★POOL TABLE★14 BEDS★SKYLINE VIEWS,233.0,District 21,Entire home/apt,2,12,4.0,14.0,4.0,bath
MUSIC CITY ELEGANCE ✦ GORGEOUS 4BR ✦ PATIO SPACE,260.0,District 17,Entire home/apt,2,12,4.0,7.0,4.0,bath
"Free Parking, Walk to Downtown, Pool, Gym , Wi-Fi",143.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Rock N' Roll! Huge Space & Games,152.0,District 21,Entire home/apt,1,10,3.0,8.0,3.5,bath
Eclectic & Cozy Abode | 4 min Uber to Broadway!,66.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Downtown Hideaway-East Nashville -Min to Broadway,121.0,District 7,Entire home/apt,2,4,1.0,2.0,1.0,bath
Eclectic & Cozy Abode | 4 min Uber to Broadway!,66.0,District 19,Entire home/apt,1,4,1.0,1.0,1.0,bath
Hip Condo Minutes to Broadway in Marathon Village!,77.0,District 19,Entire home/apt,1,6,2.0,2.0,1.0,bath
Abode | Marathon Village | Eclectic & Cozy Escape,66.0,District 19,Entire home/apt,1,4,1.0,1.0,1.0,bath
Bright and Fun 4 bd 3.5 bath in East Nash!,351.0,District 2,Entire home/apt,1,8,4.0,2.0,3.0,bath
Spacious Downtown/Gulch Condo - 2bed/2bath,224.0,District 19,Entire home/apt,2,5,2.0,4.0,2.0,bath
HOWDY HOUSE! Stylish home minutes from Broadway!,166.0,District 5,Entire home/apt,1,8,2.0,4.0,2.5,bath
Hip Condo Minutes to Broadway in Marathon Village!,77.0,District 19,Entire home/apt,1,6,2.0,2.0,1.0,bath
Bedroom with bathroom and common area,29.0,District 1,Private room,30,2,1.0,1.0,1.0,bath
Cash Country | Close to Broadway & DT | Luxe+Cozy,200.0,District 21,Entire home/apt,1,10,3.0,5.0,2.5,bath
Spacious Primary Suite with shared common areas.,50.0,District 21,Private room,30,2,1.0,1.0,1.5,bath
NEW 4 Bedroom Apt near DT! Walk to restaurants!,139.0,District 6,Entire home/apt,1,12,4.0,7.0,2.0,bath
12 South Studio with Private Deck & Parking!,119.0,District 25,Entire home/apt,3,2,1.0,1.0,1.0,bath
30+ Stays 3B. 3Ba. Wagon House Hillside Retreat,180.0,District 22,Entire home/apt,30,8,3.0,3.0,3.0,bath
Lofts at 30th - Urban Downtown - Mins to Broadway,135.0,District 21,Entire home/apt,1,5,1.0,2.0,1.0,bath
Views From Broadway,279.0,District 19,Entire home/apt,1,6,2.0,2.0,2.0,bath
Nicely furnished private room,157.0,District 29,Private room,1,2,3.0,2.0,2.0,shared bath
Sublime Studio | Sleeps  4 | Great Location!,111.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
Charming Modern Rustic Townhouse with Skyline view,154.0,District 5,Entire home/apt,1,12,4.0,6.0,3.0,bath
Lovely 1-bedroom in East Nashville w/ free parking,105.0,District 7,Entire home/apt,30,4,1.0,2.0,1.0,bath
Boutique Chic Nash|9 Beds|3 Bath|Private Pool!,230.0,District 5,Entire home/apt,1,10,3.0,9.0,2.5,bath
The East Park Inn~a cozy spot w/ easy walkability!,151.0,District 6,Entire home/apt,2,2,1.0,1.0,1.0,bath
Walk to Broadway,536.0,District 17,Entire home/apt,1,12,4.0,7.0,3.5,bath
The Johnny & Playboy Mansion -Hot Tub-10 min to DT,813.0,District 2,Entire home/apt,2,16,6.0,11.0,6.0,bath
Newly Listed! Modern spacious townhome with indoor fireplace + rooftop-sleeps 11+,191.0,District 17,Entire home/apt,2,10,3.0,8.0,2.5,bath
Country Music Themed Condo Steps from Music Row,286.0,District 19,Entire home/apt,2,4,2.0,2.0,1.0,bath
Vintage Vinyl hip 2 bdrm condo Downtown's finest!,271.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
"Enjoy City views, 2BR Contemporary apartment DT",306.0,District 19,Entire home/apt,3,6,2.0,3.0,2.0,bath
The Whites Creek Cottage. A quiet retreat near dt.,110.0,District 1,Entire home/apt,30,5,2.0,2.0,1.0,bath
Cheerful 6BR Home with Jacuzzi! W/D!,134.0,District 24,Entire home/apt,3,11,6.0,5.0,3.0,bath
Downtown Nashville Home-5 min to Broadway!,164.0,District 6,Entire home/apt,2,10,3.0,4.0,2.5,bath
The Southern Fern-Chic Townhome w/ Tropical Vibes!,128.0,District 26,Entire home/apt,1,10,3.0,6.0,3.0,bath
"Fun Private Room with Private Bath, free Parking",85.0,District 8,Private room,1,2,1.0,1.0,1.0,shared bath
New Guesthouse in hip East Nashville,200.0,District 8,Entire home/apt,31,2,1.0,1.0,1.0,bath
Lofts at 30th - Modern Saloon - Mins to Broadway,135.0,District 21,Entire home/apt,1,5,1.0,3.0,1.0,bath
The Cozy Dose Apartment 15 mins from downtown,5000.0,District 15,Entire home/apt,2,6,3.0,3.0,2.0,bath
"Panoramic Views, Walk 2 Broadway w Amazing Pool",359.0,District 19,Entire home/apt,2,6,2.0,4.0,2.0,bath
Beautiful cozy apartment with parking on premises.,85.0,District 26,Entire home/apt,2,2,1.0,1.0,1.0,bath
Deal$ Lap of Luxury Slps 10 4Br/2.5Ba 3 Mi Dwntwn,256.0,District 2,Entire home/apt,1,10,4.0,5.0,2.5,bath
2 Adjacent Townhomes Sleeps 24! 3 Miles to Dwntwn!,931.0,District 5,Entire home/apt,2,16,8.0,14.0,9.0,bath
LOFTS AT 30TH - MODERN LOFT - MINS TO BROADWAY,135.0,District 21,Entire home/apt,1,5,1.0,2.0,1.0,bath
Luxury SoBro 2BR Loft with pool/parking,123.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
121 Hotel by AvantStay | Chic & Modern 2 BDR Superior Suite In Ideal Nashville Location! Room 203,118.0,District 21,Entire home/apt,1,6,2.0,4.0,1.0,bath
"Colorful, bright 2-bed oasis minutes from downtown",353.0,District 8,Entire home/apt,30,4,2.0,2.0,1.0,bath
Cozy 3BD 2 BA with everything you need,100.0,District 15,Entire home/apt,30,5,3.0,3.0,2.0,bath
STUNNING Home in Nashville,169.0,District 17,Entire home/apt,30,12,3.0,5.0,3.0,bath
*Throwback 90s* 2 bd townhome in WEST END! Parking,68.0,District 21,Entire home/apt,1,7,2.0,2.0,2.5,bath
Nashville 1BR Condo on Lovely Resort w/Amenities,299.0,District 15,Entire home/apt,3,4,1.0,2.0,1.0,bath
Gated Community Townhouse - 5 Miles to Downtown,125.0,District 5,Entire home/apt,2,6,1.0,2.0,1.0,bath
Studio Suite Apt ADA | Placemakr Music Row,96.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
Studio Suite Balcony Apt ADA | Placemakr Music Row,101.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
5 minutes from Downtown Nashville! 1 to 4 guests,112.0,District 2,Private room,1,4,1.0,3.0,1.5,shared bath
Modern East Nashville Gem. Walk to Titans Games!,186.0,District 6,Entire home/apt,30,4,2.0,2.0,1.0,bath
NEW Winter Deals - Fire pits - Walk to Broadway!,146.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
$1200 Room for rent in Nashville East,40.0,District 1,Private room,30,1,2.0,-1.0,0.0,bath
Modern Apartment in Prime Location (ID2806X78),96.0,District 12,Entire home/apt,30,4,2.0,2.0,2.0,bath
Massive luxury Townhome walk to 12th S/Gulch.,289.0,District 17,Entire home/apt,1,10,3.0,4.0,3.5,bath
1 Bed Balcony Apt ADA | Placemakr Music Row,108.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
2 Bed 2 Bath Apt ADA | Placemakr Music Row,121.0,District 19,Entire home/apt,1,4,2.0,2.0,2.0,bath
3 Luxury Loft Units - Mins to Broadway,432.0,District 21,Entire home/apt,1,15,3.0,5.0,3.0,bath
2 Bed 2 Bath Balcony Apt ADA | Placemakr Music Row,134.0,District 19,Entire home/apt,1,4,2.0,2.0,2.0,bath
"1 Bed Loft Apt | Placemakr Music Row, Nashville",114.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
"Modern Oasis at Broadway Gym, W/Pool, Free Wi-Fi",143.0,District 19,Entire home/apt,2,2,1.0,1.0,1.0,bath
BRAND NEW 4BR|Broadway|Rooftop by Barclé Group,238.0,District 24,Entire home/apt,2,10,5.0,8.0,4.5,bath
Nashville Abode - Mins To Downtown,96.0,District 5,Entire home/apt,1,3,1.0,1.0,1.0,bath
5 Min Walk to Broadway Hot Cocoa Bar! Winter Deals,68.0,District 19,Entire home/apt,1,6,1.0,2.0,1.0,bath
Brand-New Downtown Getaway: The Loft at Music City,169.0,District 7,Entire home/apt,1,6,2.0,3.0,2.0,bath
3 Bedroom Renovated Home in Central Location,165.0,District 25,Entire home/apt,21,4,3.0,2.0,3.0,bath
Sonder The Hideaway | Four-Bedroom Apartment w/ Balcony,213.0,District 6,Entire home/apt,2,10,4.0,5.0,2.5,bath
South Nashville Home,150.0,District 16,Entire home/apt,30,8,3.0,4.0,3.5,bath
Uber Nash 3b house+1b apt - close airport/downtown,350.0,District 13,Entire home/apt,2,14,4.0,7.0,3.0,bath
Chic Escape Just 10-mins from Downtown & Airport,161.0,District 15,Entire home/apt,2,4,2.0,2.0,1.0,bath
Nashville 1BR Condo on Lovely Resort w/Amenities,199.0,District 15,Entire home/apt,3,4,1.0,2.0,1.0,bath
2 Miles to Nashville's Lower Broadway-Best Rooftop,142.0,District 19,Entire home/apt,2,8,3.0,4.0,3.0,bath
The Forrest Cottage - Charming Home Walkable to Five Points in East Nash!,139.0,District 6,Entire home/apt,1,8,4.0,4.0,3.0,bath
Modern and Eclectic Getaway in Brentwood Tennessee,378.0,District 4,Entire home/apt,1,6,3.0,3.0,3.0,bath
"5 mins to Downtown, 7 people, 5 beds, 2 bedrooms",267.0,District 2,Entire home/apt,1,7,2.0,5.0,1.5,bath
Poppy C’d is the most affordable  way to do Nash,59.0,District 15,Entire home/apt,1,4,1.0,2.0,1.0,bath
Lofts at 30th - Contemporary Nest -Min to Broadway,135.0,District 21,Entire home/apt,1,5,1.0,2.0,1.0,bath
Sonder The Hideaway | Three-Bedroom Apartment w/ Balcony,158.0,District 6,Entire home/apt,2,8,3.0,4.0,2.0,bath
4 BD|2 BA - only 4 miles to downtown/broadway,176.0,District 2,Entire home/apt,29,8,4.0,4.0,2.0,bath
Vibrant Experience Walkable to Downtown Nash!,186.0,District 19,Entire home/apt,1,6,2.0,4.0,2.0,bath
The Ivory Iris Estate - Spacious Home In the Heart of Nashville!,313.0,District 18,Entire home/apt,1,11,4.0,5.0,4.0,bath
Lovely 1 bedroom rental with Wi-Fi,85.0,District 12,Private room,1,2,1.0,1.0,1.5,shared bath
Great 4 Large Groups! 11 Beds! Rooftop Deck!,241.0,District 2,Entire home/apt,2,12,4.0,11.0,4.0,bath
The Broadway Rose - Photo Wall + Makeup Bar + more,275.0,District 19,Entire home/apt,2,8,2.0,5.0,2.0,bath
Broadway LUX Condo located in heart of DT,185.0,District 19,Entire home/apt,1,5,1.0,1.0,1.0,bath
HotTub-Firepit-The Cumberland Cottage-9min to DT,235.0,District 2,Entire home/apt,2,7,3.0,4.0,2.0,bath
"Downtown Views, Rooftop, Spacious Gulch House",308.0,District 17,Entire home/apt,2,12,4.0,7.0,4.0,bath
LiVV in East Nashville | Rooftop Home Near DT,103.0,District 2,Entire home/apt,2,5,2.0,3.0,2.5,bath
*LARGE* Corner Apt w/Balcny 2K/2F/2T Off Broadway!,166.0,District 19,Entire home/apt,2,8,2.0,6.0,2.0,bath
The Duchess-Luxury Vintage Inspired Home w/Rooftop,116.0,District 7,Entire home/apt,1,10,3.0,7.0,3.0,bath
Nashville & Chill!,91.0,District 19,Entire home/apt,1,4,1.0,1.0,1.0,bath
Condo mins from *BROADWAYy*HEATED POOL* 3bds,130.0,District 19,Entire home/apt,2,4,1.0,3.0,1.0,bath
8 BD|4BA - only 4 miles to downtown,278.0,District 2,Entire home/apt,29,16,8.0,10.0,4.0,bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 2 Bed,313.0,District 15,Private room,1,6,1.0,4.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 2 Bed,313.0,District 15,Private room,1,6,1.0,4.0,1.0,private bath
Nashville Resort - 2 Bed,313.0,District 15,Private room,1,6,1.0,4.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
Nashville Resort - 1 Bed,228.0,District 15,Private room,1,4,1.0,2.0,1.0,private bath
