name,price,neighbourhood_cleansed,room_type,minimum_nights,accommodates,bedrooms,beds,bathroom_count,bathroom_type
Spacious & Minutes to BROADWAY~Hey Y'all Nashville,191.0,District 7,Entire home/apt,2,9,3.0,5.0,2.0,bath
Quiet and Private 3 bd 10 mins from Broadway,151.0,District 3,Entire home/apt,2,10,3.0,3.0,1.5,bath
Notre Dame Nashville Near Downtown (New Apartment),121.0,District 19,Entire home/apt,1,2,1.0,1.0,1.0,bath
4 Luxurious Gulch Homes - Rooftop Hot Tub,3330.0,District 17,Entire home/apt,1,16,16.0,4.0,17.5,bath
Bougie Broadway- East Nashville,261.0,District 5,Entire home/apt,1,10,4.0,5.0,4.0,bath
"Dog-friendly home WiFi, central AC, & convenient location near lake and downtown",225.0,District 16,Entire home/apt,2,6,3.0,3.0,1.0,bath
Lofts at 30th-Urban Whiskey-Minutes to Downtown,169.0,District 21,Entire home/apt,1,5,1.0,2.0,1.0,bath
Country Thunder by GoodNight Stay | Mins 2 Dowtown,285.0,District 17,Entire home/apt,1,10,3.0,3.0,3.5,bath
Luxurious downtown Nashville apt w/FREE parking,328.0,District 19,Entire home/apt,1,6,1.0,4.0,1.0,bath
East Nashville Getaway,194.0,District 7,Private room,30,2,1.0,1.0,1.0,shared bath
Brand New 1 Bedroom Condo Downtown,115.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Upscale Downtown River View 3 Bedroom 4 Beds+Patio,285.0,District 19,Entire home/apt,1,10,3.0,4.0,2.5,bath
Spacious bdrm & private bathroom in large new home,46.0,District 21,Private room,30,2,1.0,1.0,1.5,bath
Cash out in Nashville-Minutes to Honky Tonks,153.0,District 2,Entire home/apt,2,13,3.0,8.0,3.0,bath
Playboy Themed Nashville Home - 3mi to Honky Tonks,196.0,District 2,Entire home/apt,2,13,3.0,8.0,3.0,bath
3mi to Honky Tonks-Hot Tub-Accommodates 8+ Guests,153.0,District 2,Entire home/apt,2,14,3.0,9.0,3.0,bath
"Newly built townhome near airport with balcony, fast WiFi, & balcony - dogs OK",208.0,District 13,Entire home/apt,2,8,2.0,5.0,2.0,bath
"Lovely townhouse with full kitchen, balcony, central AC, & washer/dryer",195.0,District 13,Entire home/apt,2,8,2.0,5.0,2.0,bath
Beg Your Parton? Dolly Themed Nashville Home,175.0,District 2,Entire home/apt,2,13,3.0,8.0,3.0,bath
Chic Dwntwn Nash Condo/Walk to Broadway,75.0,District 19,Entire home/apt,1,8,2.0,5.0,2.0,bath
NEW! Chic East Nashville Condo,231.0,District 7,Entire home/apt,2,8,3.0,4.0,3.0,bath
Garcia's Sweet Home,105.0,District 27,Entire home/apt,1,7,3.0,3.0,2.0,bath
Spacious New Build with 2-Car Garage,250.0,District 6,Entire home/apt,2,11,4.0,6.0,3.0,bath
"NEW | Large Chic Suite, blocks to Broadway/Gulch",101.0,District 19,Entire home/apt,1,6,2.0,3.0,2.0,bath
Aspen Moon Suite - Luxury Condo in East Nashville!,173.0,District 8,Entire home/apt,1,6,3.0,4.0,3.0,bath
Minutes to Nashville's Honky Tonks-Hot Tub+Games,153.0,District 2,Entire home/apt,2,12,3.0,8.0,3.0,bath
Lovely 2-Bedroom Located Near Downtown Nashville,130.0,District 32,Entire home/apt,2,6,2.0,3.0,2.0,bath
"The Firefly–a private, modern studio in Nashville!",119.0,District 8,Entire home/apt,1,2,1.0,1.0,1.0,bath
Spacious and modern 2BR just 5 min drive from B...,69.0,District 19,Entire home/apt,1,6,2.0,2.0,1.0,bath
Chic and spacious 3BD house close to Downtown,109.0,District 2,Entire home/apt,1,8,3.0,3.0,3.0,bath
DOWNTOWN HIDEAWAY-PRIVATE YARD-12th SOUTH DISTRICT,330.0,District 17,Entire home/apt,1,10,3.0,3.0,3.5,bath
STUNNING ROOFTOP★14 BEDS★HUGE DECK ★ POOL TABLE,259.0,District 21,Entire home/apt,2,12,4.0,14.0,4.0,bath
BRAND NEW Enchanting 2BR Home with Private Rooftop,599.0,District 8,Entire home/apt,2,8,2.0,4.0,2.0,bath
FGLs Old Camp - 3 miles to Broadway - 8 beds,187.0,District 2,Entire home/apt,3,10,3.0,5.0,3.5,bath
BRAND NEW! Comfortable Hideaway in South Nashville,185.0,District 30,Entire home/apt,30,12,4.0,6.0,2.0,bath
The Belmont - Lux Abode with Pool on Belmont Blvd,323.0,District 18,Entire home/apt,2,12,4.0,7.0,2.5,bath
"Spectacularly Appointed 4BR, 3.5 Ba Home w/ Views!",271.0,District 21,Entire home/apt,2,8,4.0,4.0,3.5,bath
Stylish 2BD just minutes from Downtown,69.0,District 19,Entire home/apt,1,6,2.0,2.0,1.0,bath
TK's Wild Shot Retreat - 3 miles to Broadway,162.0,District 2,Entire home/apt,3,10,3.0,3.0,3.5,bath
Stylish 1BD w/ patio & parking,49.0,District 21,Entire home/apt,30,4,1.0,2.0,1.0,bath
Elvis' Hotel (But Modernized!) 3 Beds Pool Parking,110.0,District 19,Entire home/apt,1,6,1.0,3.0,1.0,bath
The Glen - Hot Tub - Private Retreat,184.0,District 8,Entire home/apt,3,10,3.0,6.0,2.0,bath
Broadway Bliss-Penthouse-Walkable-Pool-Lux Lounges,106.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
Modern 1 BR Apartment! Quick Uber to Downtown!,49.0,District 21,Entire home/apt,30,4,1.0,2.0,1.0,bath
Minutes from Downtown: Boho Modern Private Suite,130.0,District 17,Entire home/apt,1,4,1.0,2.0,1.0,bath
Cozy & Convenient 1 BR Apt! Minutes to Downtown!,49.0,District 21,Entire home/apt,30,4,1.0,2.0,1.0,bath
Cozy Nashville 1 Bedroom Apartment overlooks pool,147.0,District 4,Entire home/apt,1,3,1.0,1.0,1.0,bath
Designer Home - Large Rooftop,183.0,District 5,Entire home/apt,1,12,4.0,10.0,4.0,bath
31A / New! / 6 Beds / 3 Mi to Downtown & Broadway,155.0,District 21,Entire home/apt,3,8,3.0,6.0,2.0,bath
"Music City Retreat-Patio, Designer Home, & 5 Beds!",136.0,District 19,Entire home/apt,1,12,4.0,5.0,3.5,bath
Nashville Getaway - Near Airport - Super Clean,151.0,District 13,Entire home/apt,3,4,2.0,2.0,2.0,bath
"Vandyke Bed & Beverage - Rum Suite, 101",161.0,District 6,Private room,1,4,1.0,2.0,1.0,shared bath
The Logan Lodge,122.0,District 16,Entire home/apt,1,10,4.0,5.0,3.0,bath
"Vandyke Bed & Beverage - Tequila Suite, Room 102",161.0,District 6,Private room,1,2,1.0,1.0,1.0,private bath
Vandyke Bed & Beverage - Gin Inspired Room 201,167.0,District 6,Private room,1,2,1.0,1.0,1.0,private bath
"Vandyke Bed & Beverage - Vodka Inspired, Room 202",229.0,District 6,Private room,1,4,1.0,2.0,1.0,private bath
Vandyke Bed & Beverage - Wine Inspired Room 203,238.0,District 6,Private room,1,2,1.0,1.0,1.0,private bath
"Convenient dog-friendly home with firepit, grill, washer/dryer, AC, & WiFi",227.0,District 5,Entire home/apt,2,6,2.0,3.0,1.0,bath
"Vandyke Bed & Beverage - Beer Inspired, Room 204",190.0,District 6,Private room,1,4,1.0,1.0,1.0,private bath
Vandyke Bed & Beverage-Champagne Inspired Room 301,350.0,District 6,Private room,1,4,1.0,2.0,1.0,private bath
Vandyke Bed & Beverage - Whiskey Inspired Room 302,329.0,District 6,Private room,1,6,1.0,2.0,2.0,shared bath
The Jack Daniel's Suite,109.0,District 7,Entire home/apt,1,8,2.0,6.0,2.0,bath
NEW Spacious 2BR- Walk Downtown - Free Park - Pool,175.0,District 19,Entire home/apt,2,6,2.0,3.0,2.0,bath
House with panoramic view in Sylvan Heights,249.0,District 24,Entire home/apt,2,4,2.0,3.0,1.0,bath
Berry Hill - private apartment and free parking!,114.0,District 16,Entire home/apt,2,4,1.0,2.0,1.0,bath
NEW 2-Bedroom Sanctuary | Hot Tub | Sleeps 9+,190.0,District 2,Entire home/apt,1,9,2.0,3.0,2.0,bath
"Muse | Dog-friendly downtown condo with private balcony, central AC & rooftop lounge",204.0,District 19,Entire home/apt,2,4,1.0,3.0,1.0,bath
Upscale 4th-floor condo near top attractions with fast WiFi & rooftop lounge,197.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
Classic 2-Bedroom Condo w/Free Parking,141.0,District 19,Entire home/apt,1,6,2.0,3.0,1.5,bath
* Brand new 3BR * Charming & Pristine * Near DT!,124.0,District 15,Entire home/apt,2,10,3.0,7.0,2.0,bath
BRAND NEW! Beautiful 2BR Executive Townhome,109.0,District 4,Entire home/apt,30,4,2.0,2.0,2.5,bath
NEW! Charming Nashville Home ~ 5 Mi to Downtown!,107.0,District 2,Entire home/apt,2,8,3.0,6.0,2.0,bath
Nash Haven - Summer Pool - 1bd 1 ba,73.0,District 17,Entire home/apt,3,4,1.0,2.0,1.0,bath
The California Love Cottage,238.0,District 19,Entire home/apt,1,10,3.0,5.0,2.0,bath
"Light filled One bedroom, two balconies East Nash!",101.0,District 5,Entire home/apt,1,4,1.0,1.0,1.0,bath
In the Gulch…2 mins to Broadway!,157.0,District 19,Entire home/apt,1,4,1.0,2.0,1.0,bath
12th Ave South Elegant Townhome,145.0,District 17,Entire home/apt,30,4,2.0,2.0,2.5,bath
Golden Sunrise Suite - Luxury Condo in East!,173.0,District 7,Entire home/apt,1,6,3.0,4.0,3.0,bath
Jungle Room - Boutique Luxe Stay Mins to Broadway,114.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
Dolly Suite - Boutique Luxe Stay Mins to Broadway,168.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
Family & Pet friendly - 3bd/2ba - Great location!,269.0,District 6,Entire home/apt,2,6,3.0,3.0,2.0,bath
Upscale condo near downtown - fitness center - washer/dryer & central AC,373.0,District 19,Entire home/apt,2,6,2.0,3.0,2.0,bath
Lofts at 30th-Urban Lifestyle-Minutes to Broadway,135.0,District 21,Entire home/apt,1,5,1.0,1.0,1.0,bath
"Condo with river-view balcony, central AC, fireplace, & pool",221.0,District 19,Entire home/apt,2,4,1.0,2.0,1.0,bath
East Nashville duplex with central AC & free WiFi - close to dining & shops,181.0,District 5,Entire home/apt,2,4,2.0,2.0,1.0,bath
Lofts at 30th - Urban Bungalow - Mins to Broadway,135.0,District 21,Entire home/apt,1,5,1.0,1.0,1.0,bath
Private entrance -  E Nash (LS) room w fireplace +,110.0,District 6,Private room,1,2,1.0,1.0,1.5,bath
Studio unit at Margaritaville Vacation club,200.0,District 19,Private room,3,2,1.0,2.0,1.0,shared bath
Pool - Courtyard - 5 min Walk to Broadway,248.0,District 19,Entire home/apt,2,8,2.0,5.0,2.0,bath
The Nashville Piano Room,80.0,District 8,Private room,2,2,1.0,1.0,1.0,private bath
Nashville 1  bedroom Condo.,114.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
Sunny 2 BR townhome with amazing views,74.0,District 17,Entire home/apt,28,4,2.0,2.0,2.0,bath
"The Happy House - Vibrant,Spacious Sylvan Park 1BD",66.0,District 24,Entire home/apt,30,1,1.0,1.0,1.0,bath
Luxury Apt Nashville Self Check-in/Private balcony,190.0,District 31,Entire home/apt,1,4,1.0,2.0,1.0,bath
Lovely 2BR Loft in the Heart of East Nashville,92.0,District 6,Entire home/apt,30,4,2.0,2.0,1.0,bath
No Service Fee/Pool 1.5 Miles to Broadway!,125.0,District 21,Entire home/apt,2,5,1.0,2.0,1.0,bath
Feynman's Forest - Secluded Oasis,109.0,District 35,Entire home/apt,3,6,3.0,2.0,2.0,bath
Artist Inspired /Walkable Area /Close to Broadway!,600.0,District 5,Entire home/apt,2,8,2.0,4.0,2.0,bath
Vandyke Bed & Beverage - Rum + Tequila Rooms,236.0,District 6,Private room,1,6,2.0,3.0,2.0,bath
Unique Condo / Walkable Area / Close to Downtown!,441.0,District 5,Entire home/apt,2,8,2.0,3.0,2.0,bath
*A TASTE OF ROYALTY**LUXURY DWTN NASHVILLE CONDO*,69.0,District 19,Entire home/apt,1,5,1.0,2.0,1.0,bath
Luxury Design / Walkable Area / Close to Broadway!,423.0,District 5,Entire home/apt,2,7,2.0,4.0,2.0,bath
Lofts At 30th -Rustic Music City -Mins To Broadway,135.0,District 21,Entire home/apt,1,5,1.0,2.0,1.0,bath
Luxury Condo Close to Broadway / Walkable Area!,465.0,District 5,Entire home/apt,2,10,3.0,6.0,2.0,bath
Stylish Brand-New Build / Close to Downtown!,606.0,District 5,Entire home/apt,2,8,2.0,5.0,2.0,bath
BLUE LAGOON CONDO - BLOCKS FROM DOWNTOWN,137.0,District 19,Entire home/apt,1,5,1.0,2.0,1.0,bath
No Service Fee/Pool 1.5 Miles to Broadway!,171.0,District 21,Entire home/apt,2,5,1.0,3.0,1.0,bath
Perfect location in Downtown Nashville!,200.0,District 19,Entire home/apt,2,4,1.0,1.0,1.0,bath
East Nashville 4 bedroom home w/ hot tub,289.0,District 6,Entire home/apt,2,10,4.0,4.0,2.0,bath
Utopia Luxury Suite- 3 blocks from Broadway,251.0,District 19,Entire home/apt,1,6,1.0,3.0,1.0,bath
The Sapphire Jewel-Luxury Condo in East Nashville!,118.0,District 7,Entire home/apt,1,8,2.0,4.0,2.0,bath
Chef's Kitchen | Historic 'Hood | Southern Living,356.0,District 6,Entire home/apt,2,12,4.0,8.0,3.5,bath
NEW Travel Trailer with bunkhouse! Sleeps 10.,140.0,District 15,Entire home/apt,2,8,2.0,1.0,1.0,bath
Southern Skyline - Rooftop Balcony w/ City Views,203.0,District 5,Entire home/apt,1,7,2.0,2.0,2.5,bath
The Modern Tune - Luxury Condo with Bold Design!,128.0,District 8,Entire home/apt,1,10,3.0,5.0,3.0,bath
Dec/Jan/Mins To Broadway/Sleep 14/Theatre Room,449.0,District 6,Entire home/apt,2,14,4.0,11.0,4.0,bath
Walkable Area / Spacious New Build!,281.0,District 5,Entire home/apt,2,7,2.0,4.0,2.0,bath
NEW BUILD / 2BDRM / Close to Broadway!,246.0,District 5,Entire home/apt,2,8,2.0,4.0,2.0,bath
Vandyke Bed & Beverage - Gin + Vodka Rooms,263.0,District 6,Private room,1,6,2.0,3.0,2.0,bath
Vandyke Bed & Beverage - Wine + Beer Rooms,325.0,District 6,Private room,1,4,2.0,2.0,2.0,bath
Vandyke Bed & Beverage - Champagne + Whiskey Rooms,303.0,District 6,Private room,1,10,2.0,7.0,2.0,bath
The Nash Lights Condo,225.0,District 7,Entire home/apt,2,6,2.0,3.0,2.0,bath
The Captain - Luxe Boutique Stay Mins to Broadway,106.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
Brand NEW! Fab Deck+Arcade table 4 miles to DWNTN!,256.0,District 7,Entire home/apt,2,10,3.0,7.0,3.0,bath
Mid Century - Luxe Boutique Stay Mins to Broadway,105.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
Southwestern - Luxe Boutique Stay Mins to Broadway,102.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
The Lodge - Luxe Boutique Stay Mins to Broadway,108.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
Tuxedo Suite - Boutique Luxe Stay Mins to Broadway,106.0,District 21,Entire home/apt,1,4,1.0,2.0,1.0,bath
The Nashville Casita 3 BR 10 Minutes to Broadway!,206.0,District 2,Entire home/apt,2,6,3.0,4.0,1.0,bath
Art Deco Den - Luxe Boutique Stay Mins to Broadway,102.0,District 21,Entire home/apt,1,4,1.0,3.0,1.0,bath
Breath-taking views. Plush Pad. Luxury Amenities!,439.0,District 19,Entire home/apt,2,6,1.0,3.0,1.0,bath
NEW Dwntwn Nashville Lux Apt KSB 1BR/1BA w/Pool,205.0,District 19,Entire home/apt,2,6,1.0,2.0,1.0,bath
Huge House- Boot Scootin' -Brand New-Sleeps 12+,545.0,District 21,Entire home/apt,2,12,4.0,11.0,4.0,bath
"Two adjacent townhomes near airport - central AC, washer/dryers & balconies",397.0,District 13,Entire home/apt,2,16,4.0,10.0,4.0,bath
Peaceful house quiet neighborhood,105.0,District 3,Private room,1,4,2.0,2.0,1.0,private bath
Enjoy convenience & comfort minutes from downtown,119.0,District 17,Entire home/apt,2,4,1.0,1.0,1.0,bath
Monaco at the Gulch Nashville 1BD Suite,139.0,District 19,Entire home/apt,1,3,1.0,1.0,1.0,bath
•HIP*EAST*NASH~MiXtApE PaD! Cool Part of Town•,99.0,District 8,Entire home/apt,31,4,2.0,2.0,1.0,bath
Sleep 12+ in this huge home-5 min to Broadway,270.0,District 19,Entire home/apt,1,14,4.0,9.0,3.0,bath
"Music City Modern - Patio, Designer Home, 5 Beds!",103.0,District 19,Entire home/apt,1,12,4.0,5.0,3.5,bath
Beautiful 2 Bedroom corner Condo With Rooftop,215.0,District 8,Entire home/apt,2,6,2.0,3.0,2.5,bath
"Chic 3 bedroom Spacious unit with pool, Nashville",139.0,District 22,Entire home/apt,30,6,3.0,3.0,2.0,bath
Nashville Music City Getaway | Minutes to Downtown,276.0,District 5,Entire home/apt,2,10,3.0,5.0,3.5,bath
2nd floor private 1-bdr & bath w/ patio/hot tub,94.0,District 6,Private room,1,2,1.0,1.0,1.0,private bath
1st floor private 1-bdr & bath w/ patio & hot tub,94.0,District 6,Private room,1,2,1.0,1.0,1.0,private bath
NEW! Modern Nashville Townhome: Large Yard & Deck!,151.0,District 29,Entire home/apt,3,6,3.0,4.0,2.5,bath
Morning Glory - Victorian Cottage w/ Spacious Yard,102.0,District 5,Entire home/apt,1,6,2.0,4.0,1.0,bath
Fabulous 4 bdrm 4 ensuite ba 2 hlf. Convenient loc,170.0,District 19,Entire home/apt,30,8,4.0,4.0,5.0,bath
Mega Home - 24 Beds and Karaoke,504.0,District 21,Entire home/apt,1,16,8.0,24.0,8.0,bath
"Rooftop Tuckd Away - MINs to Broadway, Sleeps 8-10",364.0,District 17,Entire home/apt,2,8,2.0,4.0,2.5,bath
❤️ MUSIC CITY-WALK 2 BROADWAY-POOL-GYM,158.0,District 19,Entire home/apt,1,6,1.0,3.0,1.0,bath
MUSIC CITY-WALK TO BROADWAY-GYM-POOL-KING BED,131.0,District 19,Entire home/apt,1,2,1.0,3.0,1.0,bath
★ Brand New! 7 mins→Broadway! Clean & Modern! ★,182.0,District 2,Entire home/apt,2,12,3.0,7.0,3.5,bath
LOFTS AT 30TH - CONTEMPORARY MUSE,135.0,District 18,Entire home/apt,1,5,1.0,1.0,1.0,bath
"Luxe pool-view condo - dog-friendly - pool, gym & private garage parking",254.0,District 17,Entire home/apt,2,5,1.0,4.0,1.0,bath
Minutes to Nashville Downtown. Entire Home,97.0,District 21,Entire home/apt,30,5,3.0,3.0,2.0,bath
LOFTS AT 30TH - MODERN MUSE - MINS TO BROADWAY,135.0,District 21,Entire home/apt,1,5,1.0,1.0,1.0,bath
Comfortable and quiet 3 bedroom Duplex,115.0,District 8,Entire home/apt,30,6,3.0,3.0,2.0,bath
Two Townhome Combo w  Parking! 12 min to DT!,531.0,District 26,Entire home/apt,1,16,6.0,12.0,4.5,bath
NEW HUGE LUXURY DOWNTOWN SKYLINE VIEW BACHELORETTE,999.0,District 21,Entire home/apt,3,16,5.0,10.0,3.5,bath
Cozy 3 Bedroom Home - 6 miles from Broadway,180.0,District 16,Entire home/apt,1,8,3.0,4.0,2.0,bath
14 Beds GULCH/12 SOUTH BIG HOME Game Room!,732.0,District 17,Entire home/apt,2,12,5.0,14.0,3.5,bath
✦ NEUTRAL PARADISE // 2-Bedroom Home with Pool ✦,139.0,District 22,Entire home/apt,1,8,2.0,2.0,2.5,bath
Dolly’s & The Guest House- Hot Tub,1028.0,District 2,Entire home/apt,2,16,6.0,8.0,6.0,bath
"Lovely townhome with water-view, balcony, central AC & washer/dryer",318.0,District 11,Entire home/apt,2,8,4.0,6.0,3.0,bath
**Nashville Living w/Irish Pub**,62.0,District 15,Private room,1,2,1.0,1.0,1.0,private bath
TWO ELEGANT TOWNHOMES ★ PERFECT FOR LARGER GROUPS,320.0,District 20,Entire home/apt,2,16,6.0,10.0,6.0,bath
"Studio:Steps to fun on Broadway,pool & sky lounge!",56.0,District 19,Entire home/apt,1,5,1.0,2.0,1.0,bath
CW Nashville Resort | 4BR/4BA Pres. King Suite,383.0,District 15,Entire home/apt,2,10,4.0,5.0,4.0,bath
GREAT VIBES! 5 STAR! Location Location Location!,295.0,District 21,Entire home/apt,1,4,2.0,2.0,1.0,bath
Updated 3 Bed/2 Bath Home w/Hot Tub/Fire-pit,268.0,District 8,Entire home/apt,2,10,3.0,4.0,2.0,bath
Quite 2bed/1bath hideaway on spacious lot,75.0,District 8,Private room,2,4,2.0,2.0,1.0,private bath
Luxury Gulch Home/ Pool + Incredible Views!,207.0,District 19,Entire home/apt,30,10,4.0,5.0,5.0,bath
Dolly Parton Themed-Minutes to Lower Broadway,153.0,District 2,Entire home/apt,2,12,3.0,8.0,3.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,98.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
CW Nashville Resort | 4BR/4BA Pres. King Suite,387.0,District 15,Entire home/apt,2,10,4.0,5.0,4.0,bath
*Brand New Modern Midtown Luxe 2BD Condo,93.0,District 21,Entire home/apt,2,4,2.0,2.0,2.0,bath
E623 Super Clean Economy Studio / Near Broadway,115.0,District 21,Entire home/apt,3,4,1.0,2.0,1.0,bath
"Bright Room & attached Bath, Near Vandy/Downtown",35.0,District 21,Private room,30,1,1.0,1.0,1.0,shared bath
Cozy Escape - 2 Bd 15 Min From Downtown Nashville,105.0,District 10,Entire home/apt,2,6,2.0,3.0,2.0,bath
HIDEAWAY COUNTRY - MINUTES TO MIDTOWN,411.0,District 20,Entire home/apt,1,10,3.0,6.0,3.5,bath
"Cheerful 2 bedroom home, free parking, downtown",93.0,District 21,Entire home/apt,30,4,2.0,2.0,1.0,bath
Heart of 12 South Premier Location Chic Townhouse,450.0,District 18,Entire home/apt,2,6,2.0,-1.0,1.5,bath
TWO SIDE-BY-SIDE TOWNHOMES ★ WEST NASHVILLE LUXURY,269.0,District 20,Entire home/apt,2,16,6.0,10.0,6.0,bath
Lofts at 30th - 2 Bedroom Executive Suite,135.0,District 21,Entire home/apt,1,8,2.0,2.0,2.0,bath
#ThePlace2Be CityView 1BR Apt Downtown Nashville,141.0,District 19,Entire home/apt,1,6,1.0,4.0,1.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,98.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
DOUBLE TOWNHOMES ★ ELEGANT DESIGN ★ BIG GROUPS,269.0,District 20,Entire home/apt,2,16,6.0,9.0,5.0,bath
LOVELY 1-BEDROOM CONDO CLOSE TO GRAND OLE OPRY!,164.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
Two Spectacular Homes! 20 Guests - Outdoor Patio,9999.0,District 20,Entire home/apt,2,16,6.0,10.0,6.5,bath
Sonder The Hideaway | Superior Four-Bedroom Apartment w/ Balcony,241.0,District 6,Entire home/apt,2,10,4.0,5.0,3.5,bath
Lovely 1 bedroom/1.5 bath w/ free public parking.,113.0,District 5,Entire home/apt,30,4,1.0,1.0,1.5,bath
"The Hang Out-sleeps 8, West Nashville",252.0,District 20,Entire home/apt,1,8,4.0,4.0,2.5,bath
Urban Loft Near Downtown,61.0,District 8,Entire home/apt,30,2,1.0,1.0,1.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,98.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
Nashville Showcase - Hot Tub - Mins to Downtown,424.0,District 5,Entire home/apt,1,10,3.0,4.0,2.0,bath
Live your best Lake Life in NASH! Old Hickory Lake,227.0,District 11,Entire home/apt,3,8,3.0,5.0,3.0,bath
Charming 2bdr/1ba Ranchhouse Minutes from Downtown,150.0,District 2,Entire home/apt,30,8,1.0,3.0,1.0,bath
Luxury Home! Green Hills! Ultimate Privacy Hot tub,717.0,District 25,Entire home/apt,2,12,5.0,10.0,3.0,bath
Spacious Townhome; 8 min to Broadway; EV Charger,125.0,District 2,Entire home/apt,2,10,3.0,11.0,3.5,bath
East Nashville - Green Getaway,104.0,District 6,Private room,1,2,3.0,1.0,2.5,shared bath
CW Nashville Resort | 1BR/1BA King Bed Suite,76.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,98.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,98.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
South house - Convenient to Everything!,189.0,District 26,Entire home/apt,2,6,3.0,3.0,2.0,bath
Cheerful 2-Bedroom Bungalow in East Nashville.,251.0,District 6,Entire home/apt,2,4,2.0,3.0,1.0,bath
Modern & Spacious 📍Central location 💫RoofTop Deck💫,263.0,District 17,Entire home/apt,2,14,3.0,7.0,2.5,bath
New Luxury Apartment! Near Downtown Nashville!,82.0,District 21,Entire home/apt,1,6,2.0,4.0,1.0,bath
Upscale Industrial Suite | Ready 4 XMas |PARK FREE,226.0,District 19,Entire home/apt,1,6,2.0,4.0,2.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,98.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,98.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,76.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
CW Nashville Resort | 1BR/1BA King Bed Suite,98.0,District 15,Entire home/apt,2,4,1.0,2.0,1.0,bath
Charming Private Room near BNA & Percy Priest Lake,35.0,District 14,Private room,30,2,1.0,1.0,1.0,private bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
Music City 5BR Designer + Parking,148.0,District 17,Entire home/apt,2,6,5.0,6.0,2.0,bath
Music City McCoy ♥︎ Walk to Broadway (NEW)!!!,141.0,District 19,Entire home/apt,1,6,2.0,2.0,1.0,bath
Super Affordable Near Downtown,31.0,District 8,Private room,30,1,1.0,1.0,2.0,bath
*Luxury*Rooftop* 4BR Home 4 Min. Fr DT Nashville,416.0,District 19,Entire home/apt,2,10,4.0,7.0,3.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
On Busline Near Downtown,38.0,District 8,Private room,30,1,1.0,1.0,2.0,bath
*New Listing* Music City Hideaway | Prime location,104.0,District 7,Entire home/apt,1,7,2.0,3.0,2.0,bath
Luxurious House in Wedgewood-Houston + Fenced Yard,175.0,District 17,Entire home/apt,30,10,3.0,5.0,2.0,bath
Historic Loft Near Downtown,54.0,District 8,Entire home/apt,30,2,1.0,1.0,1.0,bath
Awesome Location East Nashville The Blue Retreat,88.0,District 6,Entire home/apt,30,4,2.0,2.0,1.0,bath
CW Nashville Resort | 2BR/2BA King Bed Suite,141.0,District 15,Entire home/apt,2,6,2.0,4.0,2.0,bath
